Hotel Name,Price Per Day,Final Price,Address,Rating,Link
the niu Fender,295,5022,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-The-Niu-Fender.h39565524.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835242&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635919972524&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=295&top_cur=CAD&userIntent=&selectedRoomType=219035951&selectedRatePlan=383180702&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hotel2Stay,297,5060,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Hotel2Stay.h15830809.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835229&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382275&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=297&top_cur=CAD&userIntent=&selectedRoomType=201639284&selectedRatePlan=210240293&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hampton by Hilton Amsterdam / Arena Boulevard,298,5071,Amsterdam,8.6,https://www.expedia.ca/Amsterdam-Hotels-Hampton-By-Hilton-Amsterdam-Arena-Boulevard.h6074456.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835294&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383308&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=298&top_cur=CAD&userIntent=&selectedRoomType=200292877&selectedRatePlan=258063693&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hotel Not Hotel Amsterdam,300,5103,Amsterdam,8.2,https://www.expedia.ca/Amsterdam-Hotels-Hotel-Not-Hotel.h8784192.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835279&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382461&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=300&top_cur=CAD&userIntent=&selectedRoomType=200753624&selectedRatePlan=204270450&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Inntel Hotels Amsterdam Zaandam,326,5122,Zaandam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Inntel-Hotels-Amsterdam-Zaandam.h527409.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835232&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=326&top_cur=CAD&userIntent=&selectedRoomType=498890&selectedRatePlan=200339142&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
DoubleTree by Hilton Hotel Amsterdam - NDSM Wharf,302,5130,Amsterdam North,8.6,https://www.expedia.ca/Amsterdam-Hotels-DoubleTree-By-Hilton-Hotel-Amsterdam-NDSM-Wharf.h7439747.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835298&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178326&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=302&top_cur=CAD&userIntent=&selectedRoomType=201053878&selectedRatePlan=248044183&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Leonardo Hotel Amsterdam Rembrandtpark,302,5139,Amsterdam,8.4,https://www.expedia.ca/Amsterdam-Hotels-Leonardo-Hotel-Amsterdam-Rembrandtpark.h4342180.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835276&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178336&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=302&top_cur=CAD&userIntent=&selectedRoomType=212710993&selectedRatePlan=238183636&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Mercure Hotel Amsterdam Sloterdijk Station,291,5150,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-Mercure-Hotel-Amsterdam-Sloterdijk-Station.h10470230.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835279&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382275&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=291&top_cur=CAD&userIntent=&selectedRoomType=201181136&selectedRatePlan=270008359&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hotel City Garden Amsterdam,309,5250,Museum Quarter,7.4,https://www.expedia.ca/Amsterdam-Hotels-Hotel-City-Garden-Amsterdam.h2823.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835224&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=309&top_cur=CAD&userIntent=&selectedRoomType=477498&selectedRatePlan=207093126&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Cityden Stadshart,338,5257,Amstelveen,9.2,https://www.expedia.ca/Amsterdam-Hotels-Cityden-The-Garden-Amsterdam-South.h25830046.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835277&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=636355240146563072&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=338&top_cur=CAD&userIntent=&selectedRoomType=216910963&selectedRatePlan=266039729&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Van der Valk Amsterdam Amstel,309,5264,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-Van-Der-Valk-Hotel-Amsterdam-Amstel.h26955255.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835260&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6214989&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=309&top_cur=CAD&userIntent=&selectedRoomType=216312987&selectedRatePlan=262045612&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Leonardo Royal Hotel Amsterdam,310,5268,Amsterdam East,8.6,https://www.expedia.ca/Amsterdam-Hotels-Leonardo-Royal-Hotel-Amsterdam.h27473821.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835251&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248633981694272&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=310&top_cur=CAD&userIntent=&selectedRoomType=314170480&selectedRatePlan=382591985&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
YOTEL Amsterdam,315,5359,Amsterdam North,8.6,https://www.expedia.ca/Amsterdam-Hotels-Yotel-Amsterdam.h38810269.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835261&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178326&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=315&top_cur=CAD&userIntent=&selectedRoomType=217539267&selectedRatePlan=389329511&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Huygens Place,316,5384,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-Huygens-Place.h66005.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835237&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383608&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=316&top_cur=CAD&userIntent=&selectedRoomType=48584&selectedRatePlan=201996084&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Conscious Hotel The Tire Station,319,5428,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-Conscious-Hotel-The-Tire-Station.h16613255.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835293&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382237&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=319&top_cur=CAD&userIntent=&selectedRoomType=201768330&selectedRatePlan=208836379&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Krisotel,319,5435,Jordaan,8.8,https://www.expedia.ca/Amsterdam-Hotels-Krisotel.h45020570.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835236&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635023479946&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=319&top_cur=CAD&userIntent=&selectedRoomType=229512602&selectedRatePlan=270272841&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
The Social Hub Amsterdam City,321,5467,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-The-Social-Hub-Amsterdam-City.h11500383.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835246&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383307&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=321&top_cur=CAD&userIntent=&selectedRoomType=201147590&selectedRatePlan=274090728&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
citizenM Amsterdam South,320,5491,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-CitizenM-Hotel-Amsterdam-South.h2512874.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835250&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381517&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=320&top_cur=CAD&userIntent=&selectedRoomType=200711417&selectedRatePlan=382270336&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Sonder Park House,359,5658,Museum Quarter,8.0,https://www.expedia.ca/Amsterdam-Hotels-Sonder-Park-House.h67202027.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835246&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=359&top_cur=CAD&userIntent=&selectedRoomType=314162646&selectedRatePlan=387859149&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Conscious Hotel Vondelpark,335,5695,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-Conscious-Hotel-Vondelpark.h3909295.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835300&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382237&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=335&top_cur=CAD&userIntent=&selectedRoomType=201701813&selectedRatePlan=208480665&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Olympic Hotel,335,5699,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Olympic-Hotel.h33969931.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835300&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381992&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=335&top_cur=CAD&userIntent=&selectedRoomType=217515956&selectedRatePlan=270083914&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Met Hotel Amsterdam,335,5707,Amsterdam,9.6,https://www.expedia.ca/Amsterdam-Hotels-Met-Hotel-Amsterdam.h46193271.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835258&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178336&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=335&top_cur=CAD&userIntent=&selectedRoomType=230416302&selectedRatePlan=276300332&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Ruby Emma Hotel Amsterdam,339,5775,Amsterdam East,9.2,https://www.expedia.ca/Amsterdam-Hotels-Ruby-Emma-Hotel-Amsterdam.h15927643.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835227&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248633981694272&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=339&top_cur=CAD&userIntent=&selectedRoomType=316529799&selectedRatePlan=386220750&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Tribe Amsterdam City,357,6071,Amsterdam North,9.6,https://www.expedia.ca/Amsterdam-Hotels-Tribe-Amsterdam-City.h72035777.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835256&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178326&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=357&top_cur=CAD&userIntent=&selectedRoomType=315740520&selectedRatePlan=384425849&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"Max Brown Hotel Museum Square, part of Sircle Collection",358,6098,Museum Quarter,8.6,https://www.expedia.ca/Amsterdam-Hotels-Max-Brown-Hotel-Museum-Square.h1524945.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835267&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=358&top_cur=CAD&userIntent=&selectedRoomType=200538912&selectedRatePlan=258373156&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Chasse Hotel Residency,323,6101,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Chasse-Hotel-Residency.h101084828.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835223&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383315&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=323&top_cur=CAD&userIntent=&selectedRoomType=323954116&selectedRatePlan=393219320&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Sheraton Amsterdam Airport Hotel and Conference Center,384,6195,Schiphol,9.2,https://www.expedia.ca/Amsterdam-Hotels-Sheraton-Amsterdam-Airport-Hotel-And-Conference-Center.h81706.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835232&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=384&top_cur=CAD&userIntent=&selectedRoomType=314279085&selectedRatePlan=393767456&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hampton by Hilton Amsterdam Centre East,376,6404,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-Hampton-By-Hilton-Amsterdam-Centre-East.h14700330.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835295&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635919972524&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=376&top_cur=CAD&userIntent=&selectedRoomType=201466749&selectedRatePlan=294313297&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"The Hoxton, Lloyd Amsterdam",377,6421,Amsterdam,9.4,https://www.expedia.ca/Amsterdam-Hotels-The-Hoxton-Lloyd.h90889841.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261833067&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635919972524&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQJhSJczsCYyxYgIXDWhe0l060xtZMJJITCbfkmZS7OCeUyXcrDh8iCtv8pZ7TqeWVj1zOyxTG2xS6ne3pIZK5MaxeaJYVOFIiUsNZeNQT4j2Re40zwJhYI0q3bmYgzxoww7HptCodURT6LGicNVw5JcKYAAeD7NZ6fHcFoyxPCjg6kdDJ9_3s5DTXtcgxrTjTvD0JWjAfQ-P7atUhi684I8SrGmdXwJ9fHze48qzKP-mR0DVbrPE450ui28su1kd64odh5Li_FVuRuWCrPrlyeC5tXCb4U17qw90NycOZx1-5NZPKVUudcVNGXhBBwRvL2tqPFJpQYFsponM-U4oV-bdq7m8Zm2KVvAmgUGqwrpMUTl3hErLSP3HKX64u5Ui96J7AgvYj3YabdzSgavJHlCu06_7LD_2ECQRVXLYiSUn1gdwVmK7nbD6Z5tozS-mXST-JO6TDxclZkbFB4LndZcn1po4SWf6O-Gx4Uu6Am2cfOQo9eJ6UzKBwQf7TyDJkHx3AMECEAhvG-JVBR39vBjvlTnyi5pyKM5gb3Z-pZiui3sg7GWeSQrlNh0K-8S5wcPGZpDjXrh8ST-ixiGgWt5J-lQFlS9HE3FQfkGBEoa3n9Ldgvo9y8QaMamo0jGVzMMmB7gGbV_7sYJF95dOkwec6DSqzmVE5sMpr183OfPZrvH7_HAzPEMSjgxJ_qFKhve_kZ5_zUW5YQC9SuCMMirTbDv49euLaVgSv7MBWPgQrUxGi-rEUAAneVjx7LvqFMaZnSWh_G-H38kgI9HIWfZ5WheY3_0LqWHIZRyiK_hySc6BtzO6ozzC-bQrWLv8bn5MTfOvMcZxsgOKPIdMCsZZJDeUndDVvnQoR531cO3b_3TYSN2gXre-n-0O95KRXqg9YW_yYhW_YPuDDVY5sLe_6UPvkErfVOhk6TpK4d43JT_PAmUjfW2almPUjQgqT0erwvpVtlQuzywdgZLSSRTbfrh8Y9a1TvQediaIuYKclATDQSvXFT9e-cKWivpudq2p3qV8l4CY-WTmSgxqwPrSJEZ7fdbpoBTFEZr9TOsxm5TpZhCeY83R7J6xqIsWaEEhFxB128KYVn62zG7WY9-qX4QRk4HME_gQgHCEQpG2G86XOf7sDc5blu75k1D2Xk2_jSy8ISA6BPEmSV9kMw9oCEHvEqB8YhXVRXD7Z82q2poe0JUjN1CBlYAoLvyiNOA6-cbYrwtjse7H-ukrHvPpzlXsrRfon_YLO5aM4fnPXlYoTSEOPYFL1lme7pMVoYUuN1crEa_WoXjAoctuQq69uXWU7-xx7uB5Vg8jYxZbfJwD3OvN8A1olgLlnrB80xx2kNacLPpGJqnYKNDNEOMYM706Vz_grPo7vfppWvUjb4zncr0ShiH_-zknjTNZCjBvERmdgCwvbQ7WfuV5LCSiHXaGngsXYDBfoiPKZvgYeL-0ztm-r58Ia9fpxnLFVA7YrNhgzDjfxzYfsGljN3DJJKVpgZAO9IO0HA1betWGEcjaVxgUxKUwmYOXSbW5mtyKBy4FRy_Vaqpl3YORF5WPtlOvohfpj7jfm-JJl2lD-HILRFaBk1iu2rYkIEsRhyAJSq2M-zAdZUcHZ6Y92d8ubuXG9OmlMonymW__oE40WtUOZVwgr_i3yYo2obpFRsqjVPodoFr_Ihx6wzOulwiCmrFO6vWpaMHMTQky8azZhqdnqaYsKKJz2FUcFq828bqSVN6EDE82sLVOZWvC5UISn9dqnsNQS75HxoKKlGeuXb0KKb_RTTtNdDLpb_fl6oFeH9Fl3jArn8JfACDVxlPFjehfjn2Nfv4o5ejsN6M5tGUk0Oxr9_H8RVZ0_6k5Wrm_a2ifMeOokTeS6Or6rUgcUqWTOhgY7duMRZnaCuxTLyvvvUQV8ry2pTU1BrgZODjE-jpKNOjFkgJUgLyv4SUZE8WhaG22qi1t1MsxbXrWeLpKv6m95cPWcBkj-BiFuFbDHGJXrhar8xilZ0FMQzP3UXpYflxrGTLgDbNcH0byU3GMk8EKTBX24mjFYN_RawPVyNZ77-9ykqrnzJqzY5kNVw4MzSQXCbLMAuySGVPT3dEddZvPVPP_ksq30sTs8NqYY53pS9TAePWXAhEOrohw3JSP3JQIAu0sKYzeSlgG-oqGE9n2ABsJtfGhgCSPmcyvdGkISESZCfWU38-6ZJ9-IWx9KilnSw-r79MZBHAqKe7I6uDY6JbbnxoR2k7cjEgV5r5vzpC1c0eXLnrhAx-n5cJIVChRPJWdhUyTtvQk%3D&rank=2&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=2&beaconIssued=&sort=RECOMMENDED&top_dp=377&top_cur=CAD&userIntent=&selectedRoomType=322032231&selectedRatePlan=390635611&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"The Hoxton, Lloyd Amsterdam",377,6421,Amsterdam,9.4,https://www.expedia.ca/Amsterdam-Hotels-The-Hoxton-Lloyd.h90889841.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835267&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635919972524&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=377&top_cur=CAD&userIntent=&selectedRoomType=322032231&selectedRatePlan=390635611&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
